Can bus setup done...
Succeful to send start motor command
Succeful to send start motor command
Succeful to send start motor command
16.00 13.33 -0.38 0.63 -0.88 2.03
16.00 13.33 -0.38 0.63 -0.92 2.03
16.00 13.33 -0.38 0.63 -0.92 2.03
16.00 13.33 -0.38 0.63 -1.02 2.03
16.00 13.33 -0.38 0.63 -1.03 2.03
16.00 13.33 -0.38 0.63 -1.06 2.03
16.00 13.33 -0.38 0.63 -1.05 2.03
16.00 13.33 -0.38 0.63 -1.02 2.03
16.00 13.33 -0.38 0.63 -0.88 2.03
16.00 13.33 -0.38 0.63 -1.02 2.03
16.00 13.33 -0.38 0.63 -1.05 2.03
16.00 13.33 -0.38 0.63 -1.08 2.03
16.00 13.33 -0.38 0.63 -1.03 2.03
16.00 13.33 -0.38 0.63 -0.95 2.03
16.00 13.33 -0.38 0.63 -1.09 2.03
16.00 13.33 -0.38 0.63 -1.09 2.03
16.00 13.33 -0.38 0.63 -1.16 2.03
16.00 13.33 -0.38 0.63 -1.13 2.03
16.00 13.33 -0.38 0.63 -0.95 2.03
16.00 13.33 -0.38 0.63 -1.19 2.03
16.00 13.33 -0.38 0.63 -1.30 2.03
16.00 13.33 -0.38 0.63 -1.13 2.03
16.00 13.33 -0.38 0.63 -1.09 2.03
16.00 13.33 -0.38 0.63 -0.95 2.03
16.00 13.33 -0.38 0.63 -1.05 2.03
16.00 13.33 -0.38 0.63 -1.00 2.03
16.00 13.33 -0.38 0.63 -0.86 2.03
16.00 13.33 -0.38 0.63 -0.81 2.03
16.00 13.33 -0.38 0.63 -1.06 1.63
16.00 13.33 -0.38 0.63 -1.20 1.75
16.00 13.33 -0.38 0.63 -1.16 1.69
16.00 13.33 -0.38 0.63 -1.14 1.61
16.00 13.33 -0.38 0.63 -1.13 1.64
16.00 13.33 -0.38 0.63 -1.19 1.63
16.00 13.33 -0.38 0.63 -1.20 1.56
16.00 13.33 -0.38 0.63 -1.13 1.55
16.00 13.33 -0.38 0.63 -0.98 1.75
16.00 13.33 -0.38 0.63 -1.09 1.64
16.00 13.33 -0.38 0.63 -1.22 1.61
16.00 13.33 -0.38 0.63 -1.16 1.67
16.00 13.33 -0.38 0.63 -1.16 1.64
16.00 13.33 -0.38 0.63 -1.19 1.64
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.22 1.70
16.00 13.33 -0.38 0.63 -1.13 1.59
16.00 13.33 -0.38 0.63 -1.13 1.72
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.22 1.66
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.16 1.61
16.00 13.33 -0.38 0.63 -1.11 1.72
16.00 13.33 -0.38 0.63 -1.23 1.75
16.00 13.33 -0.38 0.63 -1.28 1.67
16.00 13.33 -0.38 0.63 -1.23 1.75
16.00 13.33 -0.38 0.63 -1.28 1.66
16.00 13.33 -0.38 0.63 -1.17 1.73
16.00 13.33 -0.38 0.63 -1.16 1.81
16.00 13.33 -0.38 0.63 -1.14 1.72
16.00 13.33 -0.38 0.63 -1.28 1.77
16.00 13.33 -0.38 0.63 -1.30 1.70
16.00 13.33 -0.38 0.63 -1.31 1.69
16.00 13.33 -0.38 0.63 -1.28 1.80
16.00 13.33 -0.38 0.63 -1.25 1.73
16.00 13.33 -0.38 0.63 -1.30 1.83
16.00 13.33 -0.38 0.63 -1.28 1.77
16.00 13.33 -0.38 0.63 -1.33 1.94
16.00 13.33 -0.38 0.63 -1.41 1.80
16.00 13.33 -0.38 0.63 -1.36 1.92
16.00 13.33 -0.38 0.63 -1.28 1.72
16.00 13.33 -0.38 0.63 -1.30 1.84
16.00 13.33 -0.38 0.63 -1.30 1.80
16.00 13.33 -0.38 0.63 -1.25 1.63
16.00 13.33 -0.38 0.63 -1.23 1.77
16.00 13.33 -0.38 0.63 -1.22 1.52
16.00 13.33 -0.38 0.63 -1.20 1.81
16.00 13.33 -0.38 0.63 -1.22 1.75
16.00 13.33 -0.38 0.63 -1.28 1.88
16.00 13.33 -0.38 0.63 -1.28 1.77
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.19 1.77
16.00 13.33 -0.38 0.63 -1.19 1.78
16.00 13.33 -0.38 0.63 -1.05 1.89
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.06 1.81
16.00 13.33 -0.38 0.63 -1.16 1.89
16.00 13.33 -0.38 0.63 -1.16 1.91
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.13 1.97
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.08 2.06
16.00 13.33 -0.38 0.63 -1.14 1.81
16.00 13.33 -0.38 0.63 -1.11 1.97
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.09 1.89
16.00 13.33 -0.38 0.63 -1.11 1.91
16.00 13.33 -0.38 0.63 -1.11 2.00
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.13 1.97
16.00 13.33 -0.38 0.63 -1.14 1.95
16.00 13.33 -0.38 0.63 -1.09 1.94
16.00 13.33 -0.38 0.63 -1.13 1.92
16.00 13.33 -0.38 0.63 -1.11 1.98
16.00 13.33 -0.38 0.63 -1.11 1.94
16.00 13.33 -0.38 0.63 -1.19 2.03
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.08 1.92
16.00 13.33 -0.38 0.63 -1.13 2.11
16.00 13.33 -0.38 0.63 -1.14 1.92
16.00 13.33 -0.38 0.63 -1.14 2.03
16.00 13.33 -0.38 0.63 -1.14 2.02
16.00 13.33 -0.38 0.63 -1.17 1.94
16.00 13.33 -0.38 0.63 -1.16 2.02
16.00 13.33 -0.38 0.63 -1.14 1.89
16.00 13.33 -0.38 0.63 -1.16 2.02
16.00 13.33 -0.38 0.63 -1.17 2.11
16.00 13.33 -0.38 0.63 -1.17 2.06
16.00 13.33 -0.38 0.63 -1.16 2.11
16.00 13.33 -0.38 0.63 -1.19 2.33
16.00 13.33 -0.38 0.63 -1.16 2.17
16.00 13.33 -0.38 0.63 -1.06 2.31
16.00 13.33 -0.38 0.63 -1.16 2.39
16.00 13.33 -0.38 0.63 -1.11 2.45
16.00 13.33 -0.38 0.63 -1.14 2.36
16.00 13.33 -0.38 0.63 -1.13 2.31
16.00 13.33 -0.38 0.63 -1.16 2.34
16.00 13.33 -0.38 0.63 -1.13 2.30
16.00 13.33 -0.38 0.63 -1.16 2.39
16.00 13.33 -0.38 0.63 -1.16 2.34
16.00 13.33 -0.38 0.63 -1.16 2.31
16.00 13.33 -0.38 0.63 -1.22 2.42
16.00 13.33 -0.38 0.63 -1.23 2.48
16.00 13.33 -0.38 0.63 -1.27 2.38
16.00 13.33 -0.38 0.63 -1.25 2.31
16.00 13.33 -0.38 0.63 -1.14 2.30
16.00 13.33 -0.38 0.63 -1.17 2.27
16.00 13.33 -0.38 0.63 -1.08 2.16
16.00 13.33 -0.38 0.63 -1.02 2.06
16.00 13.33 -0.38 0.63 -0.97 2.03
16.00 13.33 -0.38 0.63 -1.13 1.91
16.00 13.33 -0.38 0.63 -1.16 1.81
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.14 1.80
16.00 13.33 -0.38 0.63 -1.19 1.81
16.00 13.33 -0.38 0.63 -1.16 1.78
16.00 13.33 -0.38 0.63 -1.09 1.78
16.00 13.33 -0.38 0.63 -1.14 1.73
16.00 13.33 -0.38 0.63 -1.11 1.77
16.00 13.33 -0.38 0.63 -1.14 1.73
16.00 13.33 -0.38 0.63 -1.14 1.75
16.00 13.33 -0.38 0.63 -1.19 1.73
16.00 13.33 -0.38 0.63 -1.20 1.73
16.00 13.33 -0.38 0.63 -1.19 1.75
16.00 13.33 -0.38 0.63 -1.17 1.77
16.00 13.33 -0.38 0.63 -1.19 1.75
16.00 13.33 -0.38 0.63 -1.16 1.73
16.00 13.33 -0.38 0.63 -1.16 1.77
16.00 13.33 -0.38 0.63 -1.16 1.78
16.00 13.33 -0.38 0.63 -1.17 1.78
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.16 1.80
16.00 13.33 -0.38 0.63 -1.16 1.81
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.05 1.81
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.19 1.81
16.00 13.33 -0.38 0.63 -1.19 1.78
16.00 13.33 -0.38 0.63 -1.19 1.81
16.00 13.33 -0.38 0.63 -1.19 1.80
16.00 13.33 -0.38 0.63 -1.19 1.86
16.00 13.33 -0.38 0.63 -1.19 1.95
16.00 13.33 -0.38 0.63 -1.16 1.94
16.00 13.33 -0.38 0.63 -1.22 1.88
16.00 13.33 -0.38 0.63 -1.16 1.78
16.00 13.33 -0.38 0.63 -1.13 1.80
16.00 13.33 -0.38 0.63 -1.03 1.70
16.00 13.33 -0.38 0.63 -1.13 1.59
16.00 13.33 -0.38 0.63 -1.16 1.53
16.00 13.33 -0.38 0.63 -1.16 1.55
16.00 13.33 -0.38 0.63 -1.19 1.61
16.00 13.33 -0.38 0.63 -1.22 1.77
16.00 13.33 -0.38 0.63 -1.22 1.70
16.00 13.33 -0.38 0.63 -1.25 1.69
16.00 13.33 -0.38 0.63 -1.27 1.78
16.00 13.33 -0.38 0.63 -1.14 1.78
16.00 13.33 -0.38 0.63 -1.22 1.84
16.00 13.33 -0.38 0.63 -1.20 1.73
16.00 13.33 -0.38 0.63 -1.09 1.81
16.00 13.33 -0.38 0.63 -1.09 1.92
16.00 13.33 -0.38 0.63 -0.98 1.77
16.00 13.33 -0.38 0.63 -1.06 1.78
16.00 13.33 -0.38 0.63 -1.19 1.89
16.00 13.33 -0.38 0.63 -1.20 1.72
16.00 13.33 -0.38 0.63 -1.22 1.63
16.00 13.33 -0.38 0.63 -1.33 1.77
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.22 1.81
16.00 13.33 -0.38 0.63 -1.22 1.86
16.00 13.33 -0.38 0.63 -1.23 1.81
16.00 13.33 -0.38 0.63 -1.25 1.73
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.19 1.80
16.00 13.33 -0.38 0.63 -1.19 1.80
16.00 13.33 -0.38 0.63 -1.17 1.91
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.13 1.94
16.00 13.33 -0.38 0.63 -1.16 1.94
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.23 1.81
16.00 13.33 -0.38 0.63 -1.28 1.81
16.00 13.33 -0.38 0.63 -1.23 1.72
16.00 13.33 -0.38 0.63 -1.16 1.78
16.00 13.33 -0.38 0.63 -1.16 1.89
16.00 13.33 -0.38 0.63 -1.11 1.81
16.00 13.33 -0.38 0.63 -1.16 1.91
16.00 13.33 -0.38 0.63 -1.13 1.97
16.00 13.33 -0.38 0.63 -1.00 1.84
16.00 13.33 -0.38 0.63 -0.95 1.86
16.00 13.33 -0.38 0.63 -0.98 1.92
16.00 13.33 -0.38 0.63 -0.98 1.91
16.00 13.33 -0.38 0.63 -1.00 1.80
16.00 13.33 -0.38 0.63 -1.05 1.88
16.00 13.33 -0.38 0.63 -1.08 1.94
16.00 13.33 -0.38 0.63 -1.05 1.88
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.08 1.86
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.06 1.78
16.00 13.33 -0.38 0.63 -1.03 2.14
16.00 13.33 -0.38 0.63 -1.13 2.38
16.00 13.33 -0.38 0.63 -1.11 2.28
16.00 13.33 -0.38 0.63 -1.11 2.13
16.00 13.33 -0.38 0.63 -1.13 1.80
16.00 13.33 -0.38 0.63 -1.16 1.66
16.00 13.33 -0.38 0.63 -1.25 1.69
16.00 13.33 -0.38 0.63 -1.17 1.72
16.00 13.33 -0.38 0.63 -1.17 1.73
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.11 1.86
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.02 1.84
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.11 1.88
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.14 1.81
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.86
16.00 13.33 -0.38 0.63 -1.11 1.81
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.03 1.88
16.00 13.33 -0.38 0.63 -1.13 1.91
16.00 13.33 -0.38 0.63 -1.11 1.86
16.00 13.33 -0.38 0.63 -1.13 1.94
16.00 13.33 -0.38 0.63 -1.11 1.94
16.00 13.33 -0.38 0.63 -0.97 1.80
16.00 13.33 -0.38 0.63 -1.08 1.86
16.00 13.33 -0.38 0.63 -1.08 1.73
16.00 13.33 -0.38 0.63 -1.08 1.69
16.00 13.33 -0.38 0.63 -1.08 1.78
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.81
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.08 1.91
16.00 13.33 -0.38 0.63 -1.20 1.89
16.00 13.33 -0.38 0.63 -1.25 1.92
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.05 1.89
16.00 13.33 -0.38 0.63 -1.03 1.88
16.00 13.33 -0.38 0.63 -0.97 1.97
16.00 13.33 -0.38 0.63 -0.92 1.92
16.00 13.33 -0.38 0.63 -0.92 1.92
16.00 13.33 -0.38 0.63 -1.08 1.91
16.00 13.33 -0.38 0.63 -1.08 1.91
16.00 13.33 -0.38 0.63 -1.17 1.94
16.00 13.33 -0.38 0.63 -1.14 1.92
16.00 13.33 -0.38 0.63 -1.08 1.92
16.00 13.33 -0.38 0.63 -1.09 1.81
16.00 13.33 -0.38 0.63 -1.11 1.89
16.00 13.33 -0.38 0.63 -1.11 1.89
16.00 13.33 -0.38 0.63 -1.14 1.88
16.00 13.33 -0.38 0.63 -1.14 1.89
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.11 1.81
16.00 13.33 -0.38 0.63 -1.16 1.86
16.00 13.33 -0.38 0.63 -1.14 1.89
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.14 1.89
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.16 1.89
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.13 1.98
16.00 13.33 -0.38 0.63 -1.11 1.89
16.00 13.33 -0.38 0.63 -1.14 1.94
16.00 13.33 -0.38 0.63 -1.14 1.91
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.11 1.91
16.00 13.33 -0.38 0.63 -1.13 1.95
16.00 13.33 -0.38 0.63 -1.13 2.00
16.00 13.33 -0.38 0.63 -1.11 2.06
16.00 13.33 -0.38 0.63 -1.13 2.08
16.00 13.33 -0.38 0.63 -1.11 1.95
16.00 13.33 -0.38 0.63 -1.11 1.94
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.11 1.80
16.00 13.33 -0.38 0.63 -1.19 1.75
16.00 13.33 -0.38 0.63 -1.11 1.66
16.00 13.33 -0.38 0.63 -1.14 1.88
16.00 13.33 -0.38 0.63 -1.13 1.91
16.00 13.33 -0.38 0.63 -1.19 1.95
16.00 13.33 -0.38 0.63 -1.20 1.95
16.00 13.33 -0.38 0.63 -1.20 1.92
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.20 1.88
16.00 13.33 -0.38 0.63 -1.14 1.91
16.00 13.33 -0.38 0.63 -1.16 1.91
16.00 13.33 -0.38 0.63 -1.08 1.89
16.00 13.33 -0.38 0.63 -1.05 1.84
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.11 1.88
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.13 1.81
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.19 1.80
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.88
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.19 1.86
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.86
16.00 13.33 -0.38 0.63 -1.20 1.91
16.00 13.33 -0.38 0.63 -1.16 1.86
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.16 1.91
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.17 1.88
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.19 1.88
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.20 1.77
16.00 13.33 -0.38 0.63 -1.16 1.80
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.11 1.80
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.19 1.81
16.00 13.33 -0.38 0.63 -1.19 1.86
16.00 13.33 -0.38 0.63 -1.17 1.88
16.00 13.33 -0.38 0.63 -1.16 1.88
16.00 13.33 -0.38 0.63 -1.16 1.88
16.00 13.33 -0.38 0.63 -1.16 1.89
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.11 1.75
16.00 13.33 -0.38 0.63 -1.17 1.75
16.00 13.33 -0.38 0.63 -1.11 1.72
16.00 13.33 -0.38 0.63 -1.17 1.70
16.00 13.33 -0.38 0.63 -1.17 1.70
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.25 1.89
16.00 13.33 -0.38 0.63 -1.23 1.86
16.00 13.33 -0.38 0.63 -1.20 1.86
16.00 13.33 -0.38 0.63 -1.23 1.86
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.14 1.86
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.06 1.86
16.00 13.33 -0.38 0.63 -1.03 1.84
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.19 1.88
16.00 13.33 -0.38 0.63 -1.17 1.81
16.00 13.33 -0.38 0.63 -1.17 1.89
16.00 13.33 -0.38 0.63 -1.17 1.81
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.86
16.00 13.33 -0.38 0.63 -1.11 1.86
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.08 1.89
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.16 1.84
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.13 1.88
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.06 1.88
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.11 1.80
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.08 1.88
16.00 13.33 -0.38 0.63 -1.11 1.86
16.00 13.33 -0.38 0.63 -1.16 1.86
16.00 13.33 -0.38 0.63 -1.16 1.86
16.00 13.33 -0.38 0.63 -1.13 1.97
16.00 13.33 -0.38 0.63 -1.09 1.95
16.00 13.33 -0.38 0.63 -1.13 1.95
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.11 1.97
16.00 13.33 -0.38 0.63 -1.09 1.73
16.00 13.33 -0.38 0.63 -1.09 1.78
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.13 1.67
16.00 13.33 -0.38 0.63 -1.11 1.77
16.00 13.33 -0.38 0.63 -1.08 1.78
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.14 1.92
16.00 13.33 -0.38 0.63 -1.20 1.77
16.00 13.33 -0.38 0.63 -1.16 1.80
16.00 13.33 -0.38 0.63 -1.13 1.80
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -1.08 1.81
16.00 13.33 -0.38 0.63 -1.05 1.86
16.00 13.33 -0.38 0.63 -1.05 1.88
16.00 13.33 -0.38 0.63 -1.13 1.89
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.13 1.86
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.11 1.86
16.00 13.33 -0.38 0.63 -1.09 1.89
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.08 1.89
16.00 13.33 -0.38 0.63 -1.13 1.84
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.08 1.84
16.00 13.33 -0.38 0.63 -1.09 1.89
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.09 1.81
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.09 1.86
16.00 13.33 -0.38 0.63 -1.09 1.89
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.08 1.89
16.00 13.33 -0.38 0.63 -1.11 1.89
16.00 13.33 -0.38 0.63 -1.11 1.91
16.00 13.33 -0.38 0.63 -1.09 1.77
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.11 1.84
16.00 13.33 -0.38 0.63 -1.11 1.78
16.00 13.33 -0.38 0.63 -1.09 1.84
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.06 1.84
16.00 13.33 -0.38 0.63 -1.06 1.86
16.00 13.33 -0.38 0.63 -1.06 1.92
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.09 1.92
16.00 13.33 -0.38 0.63 -1.06 1.92
